8th Street & 4th Avenue,40.730418,-73.990732
8th St & 6th Ave,40.668642,-73.983435
8th & Mercer,40.731495,-73.993194
8th & 16th,40.74127,-74.001741
89th & Madison,40.782784,-73.95753
89th & 2nd,40.779846,-73.950376
88th & Lexington,40.780832,-73.95466
88th & Columbus,40.787769,-73.971326
88th & Amsterdam,40.78898,-73.974137
88th & 2nd,40.779221,-73.950791
87th & Columbus,40.787128,-73.971828
87th & 2nd,40.778564,-73.951271
87th & 1st,40.777634,-73.949024
86th & Madison,40.780928,-73.958906
86th & Columbus,40.786471,-73.972287
86th & 1st,40.776994,-73.949461
85th & 2nd,40.777233,-73.952254
84th & Amsterdam,40.7864,-73.976057
83rd & Broadway,40.78644,-73.978159
83rd & 2nd,40.775952,-73.953301
82nd & Lexington,40.776954,-73.957563
82nd & 2nd,40.775444,-73.953867
81st & Columbus,40.783349,-73.974514
81st & Broadway,40.785208,-73.979227
81st & 2nd,40.774819,-73.954326
80th & 3rd,40.775092,-73.956989
7th Avenue & 13th Street,40.738482,-74.000131
7th Ave & Greenwich,40.737068,-74.000982
7th & Charles,40.735555,-74.001877
79th & Lexington,40.775049,-73.959134
79th & Amsterdam,40.78313,-73.978371
79th & 1st,40.772476,-73.952996
78th & Madison,40.77567,-73.962683
78th & Lexington,40.774359,-73.959614
78th & Columbus,40.781328,-73.976128
78th & 5th,40.776334,-73.964391
78th & 2nd,40.772765,-73.955789
77th & Columbus,40.780638,-73.976565
76th & Lexington,40.773028,-73.960596
75th & York,40.768984,-73.952604
75th & Broadway,40.781015,-73.981351
75th & Amsterdam,40.78055,-73.98027
75th & 3rd,40.771822,-73.959455
74th & Broadway,40.780258,-73.981528
74th & Amsterdam,40.779959,-73.980771
71st & Broadway,40.777756,-73.98204
70th & Madison,40.770544,-73.966654
70th & Amsterdam,40.777248,-73.982779
70th & 3rd,40.768536,-73.96177
6th Street & 1st Avenue,40.726831,-73.986312
6th Ave & 12th St,40.666233,-73.985445
6th & 53rd,40.642097,-74.009863
69th & Broadway,40.776291,-73.982264
69th & 2nd,40.767081,-73.95998
68th & York,40.764515,-73.955814
68th & Broadway,40.775501,-73.982355
68th & 2nd,40.766424,-73.96046
67th & Lexington,40.767409,-73.964787
67th & Columbus,40.774196,-73.9813
67th & Amsterdam,40.775358,-73.984045
67th & 5th,40.769368,-73.969607
66th & Columbus,40.773588,-73.981715
65th & Madison,40.767472,-73.968924
64th & 3rd,40.764856,-73.964563
63rd & Madison,40.766223,-73.969819
63rd & 5th,40.766837,-73.971397
63rd & 3rd,40.764231,-73.964999
63rd & 1st,40.762356,-73.960396
62nd & Lexington,40.764238,-73.967079
62nd & Columbus,40.771058,-73.983548
61st & Madison,40.764958,-73.970779
60th & 3rd,40.762375,-73.966374
60th & 1st,40.760499,-73.961684
5th Street & 1st Avenue,40.726239,-73.986727
5th Avenue & 11th Street,40.73458,-73.995062
5th & 16th,40.737719,-73.992751
59th & 1st,40.759842,-73.962165
58th & Madison,40.763085,-73.972132
58th & 8th,40.767415,-73.982571
58th & 7th,40.766237,-73.979696
58th & 6th,40.639295,-74.012776
58th & 5th,40.763748,-73.973709
58th & 3rd,40.761093,-73.967248
57th & Sutton,40.757696,-73.960855
57th & Madison,40.762477,-73.97259
57th & Lexington,40.761116,-73.969327
57th & 7th,40.765613,-73.980176
56th & Lexington,40.760442,-73.969807
56th & Broadway,40.765503,-73.982082
56th & 9th,40.767245,-73.986341
56th & 8th,40.766117,-73.983487
55th & Lexington,40.759834,-73.970265
55th & 8th,40.76546,-73.983967
55th & 7th,40.764248,-73.981049
55th & 5th,40.761793,-73.975106
55th & 3rd,40.759171,-73.968709
55th & 1st,40.757295,-73.964041
54th & Lexington,40.759177,-73.970745
54th & 7th,40.763674,-73.981594
53rd & 7th,40.763033,-73.98203
53rd & 6th,40.642097,-74.009863
53rd & 1st,40.75603,-73.964958
52nd & Lexington,40.757994,-73.971639
52nd & Broadway,40.762757,-73.983332
52nd & 10th,40.765909,-73.990961
51st & Madison,40.758648,-73.975383
51st & 8th,40.762929,-73.9858
51st & 5th,40.759328,-73.976939
51st & 2nd,40.755711,-73.96823
50th St & 6th Ave,40.643777,-74.008116
50th & 7th,40.761176,-73.983361
50th & 11th,40.765854,-73.994817
4th Street & 7th Avenue,40.734158,-74.002664
4th Avenue & 8th Street,40.730418,-73.990732
4th & Mercer,40.72931,-73.995002
49th & 10th,40.764068,-73.992335
48th & Broadway,40.760192,-73.984948
48th & 9th,40.76225,-73.989962
48th & 7th,40.759911,-73.984321
48th & 5th,40.757471,-73.97827
47th & Madison,40.756183,-73.977172
47th & 9th,40.761642,-73.99042
47th & 6th,40.645458,-74.006368
46th & Vanderbilt,40.755194,-73.976657
46th & Madison Ave.,40.755559,-73.977673
46th & 3rd,40.753568,-73.97279
46th & 10th,40.762195,-73.993709
45th & Vanderbilt,40.754553,-73.977159
45th & Madison,40.754951,-73.978088
45th & 9th,40.760409,-73.991358
45th & 7th,40.645245,-74.002999
45th & 10th,40.761554,-73.994189
44th & 6th,40.647131,-74.004621
44th & 5th,40.754941,-73.980102
44th & 2nd,40.751356,-73.971372
43rd & 5th,40.7543,-73.980582
42nd & Lexington,40.751701,-73.976221
42nd & 3rd,40.751004,-73.974623
41st & Lexington,40.751011,-73.976745
41st & 9th,40.757862,-73.99319
40th & 9th,40.757188,-73.993648
40th & 7th,40.754882,-73.987986
40th & 6th,40.649377,-74.002287
3rd Street & 6th Avenue,40.671655,-73.980923
3rd Avenue & 12th Street,40.73237,-73.98834
3rd Ave & 19th St,40.736676,-73.985157
3rd & Thompson,40.730226,-73.998505
3rd & Sullivan,40.730591,-73.999261
39th & Madison,40.751139,-73.98088
39th & 8th,40.755419,-73.991297
39th & 3rd,40.749131,-73.97604
38th & 8th,40.754844,-73.991754
38th & 7th,40.753617,-73.988902
37th & 7th,40.753042,-73.989338
37th & 3rd,40.747998,-73.976934
36th & 5th,40.749929,-73.983767
35th & Lexington,40.74733,-73.979385
35th & 6th,40.750681,-73.987444
34th & Madison,40.748,-73.983149
34th & 9th,40.753441,-73.996396
34th & 6th,40.749991,-73.987903
34th & 2nd,40.74508,-73.97604
34th & 1st,40.744167,-73.973706
34th & 10th,40.754717,-73.999162
33rd & Broadway,40.749333,-73.988209
33rd & 3rd,40.745352,-73.978854
33rd & 1st,40.743444,-73.97423
32nd & 3rd,40.744744,-73.979225
31st & Lexington,40.744816,-73.981325
31st & Broadway,40.747786,-73.988499
31st & 3rd,40.744136,-73.979726
30th & Broadway,40.747094,-73.988632
30th & 8th,40.749897,-73.995353
30th & 3rd,40.743561,-73.980141
2nd Avenue & 5th Street,40.727283,-73.989038
2nd Avenue & 13th Street,40.732099,-73.985635
2nd Avenue & 10th Street,40.730176,-73.987031
29th & 6th,40.746918,-73.990236
29th & 3rd,40.74292,-73.980642
28th & Broadway,40.74558,-73.9889
28th & 5th,40.744966,-73.987409
28th & 10th,40.75097,-74.001931
27th & 9th,40.773981,-73.931046
27th & 5th,40.744342,-73.987932
27th & 10th,40.750329,-74.002411
26th & Lexington,40.741677,-73.983572
25th & 7th,40.745614,-73.994855
25th & 6th,40.744469,-73.992046
25th & 2nd,40.73951,-73.980184
24th & Lexington,40.740494,-73.984466
24th & Broadway,40.742584,-73.989457
24th & 9th,40.747295,-74.000866
24th & 4th,40.661036,-73.997429
23rd & Broadway,40.741695,-73.989548
23rd & 9th,40.746588,-74.001389
23rd & 7th,40.744283,-73.995836
23rd & 2nd,40.738212,-73.981165
23rd & 10th,40.747799,-74.004285
22nd & 9th,40.745947,-74.001891
22nd & 7th,40.743625,-73.996294
22nd & 3rd,40.7385,-73.98387
22nd & 11th,40.748352,-74.007617
21st & 9th,40.745273,-74.002392
20th & 8th,40.74357,-74.00004
20th & 5th,40.74002,-73.991094
1st Avenue & 7th Street,40.727373,-73.985811
1st Avenue & 5th Street,40.726239,-73.986727
1st Avenue & 3rd Street,40.72504,-73.987685
1st Ave & 11th,40.729772,-73.984132
1st & 87th,40.777634,-73.949024
19th & Irving,40.737356,-73.986756
18th & Irving,40.736813,-73.987191
18th & 7th,40.741276,-73.99806
18th & 3rd,40.7361,-73.98555
181st & Broadway,40.850381,-73.935634
17th & 9th,40.742989,-74.004136
17th & 7th,40.74075,-73.998474
17th & 6th,40.739605,-73.995578
17th & 5th,40.738327,-73.992358
16th & 8th,40.74127,-74.001741
16th & 7th,40.740175,-73.998953
16th & 5th,40.737719,-73.992751
16th & 10th,40.743591,-74.007424
169th & Broadway,40.841731,-73.939351
165th & Broadway,40.839168,-73.941122
15th & Irving,40.735055,-73.988391
15th & 2nd,40.733479,-73.984762
15th & 1st,40.732467,-73.98217
157th & Broadway,40.834075,-73.94486
14th & 8th,40.740136,-74.002591
14th & 10th,40.742293,-74.008318
149th & Amsterdam,40.827672,-73.945851
142nd & Convent,40.822837,-73.947636
13th Street & 9th Avenue,40.740574,-74.005966
13th & University,40.735149,-73.992245
13th & 7th,40.738482,-74.000131
135th & 5th,40.812774,-73.937723
12th Street & 3rd Avenue,40.73237,-73.98834
12th & University,40.734541,-73.992767
12th & Broadway,40.733811,-73.991082
12th & 8th,40.737984,-74.004658
12th & 7th,40.737808,-74.000545
129th & Lenox,40.810356,-73.943655
126th & Lenox,40.808517,-73.945031
125th & Lenox,40.807826,-73.94549
125th & Frederick Douglass,40.810217,-73.951177
125th & 7th Ave,40.809005,-73.948366
123rd & Lenox,40.806512,-73.946473
122nd & Amsterdam,40.810668,-73.958218
121st & 3rd,40.801196,-73.937748
